pad,value,1973,1974,1975,1976,1977,1978,1980,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1993,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,ROW TOTAL
Column percent,45,2.8,3.7,4.2,2.9,3.9,4,4.9,4.6,3.7,5.1,3.3,4.6,4.9,5.4,5,4.2,4.4,5.2,5.1,5.4,5.1,6.7,6.2,4.8,5.4,5.2,5,4.5,4.6,5.7,5.6,4.9
Column percent,46,0.8,1.1,1.1,0.4,0.7,1,0.7,0.7,0.5,0.6,1.7,0.9,1.3,0.9,0.7,1.9,0.8,1,0.9,0.9,0.8,1,0.4,1.2,0.7,1.6,0.8,1.3,0.4,0.9,0.8,0.9
Column percent,47,0.2,0.2,0.6,0.4,0.4,0.4,0.5,0.4,0.2,0.7,2,0.4,0.6,0.5,0.4,1.1,0.6,0.3,0.6,0.2,0.8,0.5,0.5,0.6,0.5,0.7,0.5,0.3,1,0.5,0.3,0.5
Column percent,48,3.8,3.9,3.5,4,4.1,5,2.7,2.5,4.5,2.5,3.1,2.6,3.8,2.9,2.6,2.8,2,2.4,2.9,2,3,2.5,2.8,2.1,2,2.7,2,2.7,1.6,2.2,1.7,2.7
Column percent,49,0.5,0.2,0.2,0.4,0.6,0.1,0.1,0.3,0.1,0.2,0.4,0.1,0.8,0.3,0.7,0.3,0.5,0.1,0.2,0.4,0.3,0.4,0.4,0.1,0.2,0.3,0.1,0.4,0.2,0.2,0.1,0.3
Column percent,50,4.2,6.1,5.6,4.2,5.1,4.7,4.7,4.2,6.1,7.8,6.2,8.1,6.3,7.3,7.5,6.9,7.8,9.2,6.3,8.3,9.3,8.5,7.8,8,8.3,9.2,10.1,6.4,9.8,8.1,8.6,7.5
Column percent,51,0.1,0,0.1,0.3,0.2,0.5,0.2,0.6,0.4,0.2,1,0.5,0.2,0.3,0.3,0.1,0.4,0.2,0.4,0.1,0.1,0.1,0.2,0,0.2,0,0.1,0,0.1,0.2,0.2,0.2
Column percent,52,1.4,0.5,0.6,0,0.4,1.1,0.2,0.8,0.1,0.8,1.1,0.9,0.8,0.5,0.8,0.7,0.9,1.2,1,0.9,1,0.9,0.7,0.9,0.7,1,2,0.6,0.8,0.5,0.6,0.8
Column percent,53,0.3,0.5,0.2,0,0.1,0.4,0.5,0.2,0.8,0.1,0.5,0.5,0.1,0.1,0.4,0.4,0.2,0.2,0.4,0.2,0.3,0.3,0.5,0.5,0.6,0,0,0.4,0.1,0.3,0.7,0.3
Column percent,54,0.2,0.4,0.5,0.4,0.4,0.4,0.2,0.4,0.5,0.1,0.6,0.1,0.4,0.3,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.2,0,0.4,0.1,0.3,0,0.2,0.5,0.7,0.3
Column percent,55,2.3,1.3,1.3,1.8,1.8,1.2,1.4,2.3,1.2,1.4,2,2.3,2.3,2.4,2.6,1.9,2.1,4,2,2.9,1.7,2.2,3,2.5,2.6,1.1,2.2,3.5,2.4,2.4,2.4,2.2
Column percent,56,0.3,0.9,0.7,1.4,1.1,1,0.7,0.6,0.9,0.9,0.1,0.8,0.9,1.6,0.8,0.8,0.7,0.6,0.9,0.7,1.2,0.4,0.7,0.9,0.4,1.1,0.7,0.3,0.4,0.7,0.2,0.7
Column percent,57,0.1,0.1,0.1,0.3,0,0.1,0,0.1,0.3,0.1,0.1,0.2,0,0,0.3,0.2,0.1,0.2,0.1,0.2,0.1,0.1,0,0.2,0.1,0,0,0.3,0.5,0.2,0.3,0.1
Column percent,58,0.2,0.2,0,0,0.3,0.1,0,0.3,0.2,0.2,0.2,0.2,0.2,0,0.3,0.2,0.1,0.5,0.4,0.4,0.2,0.2,0.1,0.3,0.4,0.3,0.2,0.3,0.2,0.1,0.2,0.2
Column percent,59,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0.1,0.2,0,0,0.2,0.1,0.1,0.2,0.1,0,0,0,0,0.3,0.1,0.2,0,0,0,0.1
Column percent,60,3.9,2.6,3.1,3.4,3.7,3.1,4.2,4.5,3.2,3.8,5.6,5.3,5,5,5.7,4.3,4.9,5.3,6.8,5.4,5.5,5.3,5.1,6.7,6.4,6,5.2,7,6.7,4.8,6.8,5.3
Column percent,61,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0.3,0.1,0.1,0.1,0,0,0,0,0.2,0.1,0,0.1,0,0,0,0.1,0,0
Column percent,62,0,0.1,0.1,0.1,0,0.3,0,0.1,0.2,0.1,0,0.8,0.2,0.2,0.6,0.1,0.2,0.1,0.4,0.1,0.1,0.2,0.4,0.1,0.2,0.4,0.2,0.3,0.3,0.2,0.5,0.2
Column percent,63,0,0,0,0.3,0.1,0.1,0,0,0.3,0,0,0.2,0,0.3,0.1,0.4,0.1,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0.1,0,0.1
Column percent,64,0,0,0.1,0.3,0.3,0,0.3,0.2,0,0.4,0.1,0,0.5,0.1,0.1,0.3,0.2,0,0.3,0.3,0,0.1,0.3,0.1,0.1,0.7,0.1,0.3,0,0.2,0.4,0.2
Column percent,65,0.5,0.6,0.2,0.7,0.5,0.7,1.1,0.9,0.7,0.3,0.9,0.8,1.4,1.2,0.7,2.1,1.4,1.9,1.1,1.7,1,1.1,1.1,1.3,1.2,2,0.7,1,1.4,1,1,1.1
Column percent,66,0.3,0.1,0,0.4,0.1,0.1,0.1,0,0.4,0,0,0.1,0.2,0.3,0,0,0,0.1,0.1,0.1,0,0.1,0.3,0.1,0.1,0,0,0,0.1,0,0,0.1
